0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.834675550460815430e-01,-7.650009393692016602e-01,2.383321076631546021e-01
3.834675550460815430e-01,-7.650009393692016602e-01,2.383321076631546021e-01
3.834675550460815430e-01,-7.650009393692016602e-01,2.383321076631546021e-01
3.835003674030303955e-01,-7.650306224822998047e-01,2.382944375276565552e-01
3.835332691669464111e-01,-7.650606036186218262e-01,2.382550686597824097e-01
3.835660219192504883e-01,-7.650904655456542969e-01,2.382158637046813965e-01
3.835988044738769531e-01,-7.651203870773315430e-01,2.381767183542251587e-01
3.836316466331481934e-01,-7.651503086090087891e-01,2.381376475095748901e-01
3.836644887924194336e-01,-7.651802897453308105e-01,2.380986511707305908e-01
3.836973905563354492e-01,-7.652102708816528320e-01,2.380597144365310669e-01
3.837303221225738525e-01,-7.652403116226196289e-01,2.380208373069763184e-01
3.837633132934570312e-01,-7.652703523635864258e-01,2.379820197820663452e-01
3.837963342666625977e-01,-7.653004527091979980e-01,2.379432767629623413e-01
3.838293552398681641e-01,-7.653306126594543457e-01,2.379045933485031128e-01
3.838624656200408936e-01,-7.653607130050659180e-01,2.378659844398498535e-01
3.838955760002136230e-01,-7.653909325599670410e-01,2.378274351358413696e-01
3.839287459850311279e-01,-7.654211521148681641e-01,2.377889454364776611e-01
3.839619457721710205e-01,-7.654513716697692871e-01,2.377505153417587280e-01
3.839951753616333008e-01,-7.654816508293151855e-01,2.377121597528457642e-01
3.840284347534179688e-01,-7.655119895935058594e-01,2.376738637685775757e-01
3.840617537498474121e-01,-7.655423283576965332e-01,2.376356273889541626e-01
3.840951025485992432e-01,-7.655726671218872070e-01,2.375974506139755249e-01
3.841284811496734619e-01,-7.656030654907226562e-01,2.375593483448028564e-01
3.841619193553924561e-01,-7.656335234642028809e-01,2.375213056802749634e-01
3.841953575611114502e-01,-7.656639814376831055e-01,2.374833226203918457e-01
3.842288553714752197e-01,-7.656944990158081055e-01,2.374454140663146973e-01
3.842623829841613770e-01,-7.657250165939331055e-01,2.374075651168823242e-01
3.842959702014923096e-01,-7.657555341720581055e-01,2.373697757720947266e-01
3.843295574188232422e-01,-7.657861709594726562e-01,2.373320609331130981e-01
3.843632042407989502e-01,-7.658167481422424316e-01,2.372944056987762451e-01
3.843968808650970459e-01,-7.658473849296569824e-01,2.372568100690841675e-01
3.844306170940399170e-01,-7.658780813217163086e-01,2.372192889451980591e-01
3.844643533229827881e-01,-7.659087777137756348e-01,2.371818274259567261e-01
3.844981491565704346e-01,-7.659395337104797363e-01,2.371444255113601685e-01
3.845319747924804688e-01,-7.659702897071838379e-01,2.371070981025695801e-01
3.845658600330352783e-01,-7.660011053085327148e-01,2.370698302984237671e-01
3.845997452735900879e-01,-7.660319209098815918e-01,2.370326370000839233e-01
3.846336901187896729e-01,-7.660627961158752441e-01,2.369954884052276611e-01
3.846676647663116455e-01,-7.660936713218688965e-01,2.369584292173385620e-01
3.847016692161560059e-01,-7.661246061325073242e-01,2.369214147329330444e-01
3.847357034683227539e-01,-7.661555409431457520e-01,2.368844747543334961e-01
3.847697973251342773e-01,-7.661865353584289551e-01,2.368476092815399170e-01
3.848039209842681885e-01,-7.662175297737121582e-01,2.368108034133911133e-01
3.848380744457244873e-01,-7.662485837936401367e-01,2.367740571498870850e-01
3.848722577095031738e-01,-7.662796378135681152e-01,2.367373853921890259e-01
3.849065005779266357e-01,-7.663106918334960938e-01,2.367007732391357422e-01
3.849407732486724854e-01,-7.663418650627136230e-01,2.366642206907272339e-01
3.849750757217407227e-01,-7.663729786872863770e-01,2.366277426481246948e-01
3.850094079971313477e-01,-7.664041519165039062e-01,2.365913391113281250e-01
3.850437700748443604e-01,-7.664353847503662109e-01,2.365549951791763306e-01
3.850781917572021484e-01,-7.664666175842285156e-01,2.365187108516693115e-01
3.851126134395599365e-01,-7.664979100227355957e-01,2.364825010299682617e-01
3.851470947265625000e-01,-7.665292024612426758e-01,2.364463508129119873e-01
3.851816058158874512e-01,-7.665605545043945312e-01,2.364102751016616821e-01
3.852161765098571777e-01,-7.665919065475463867e-01,2.363742738962173462e-01
3.852507472038269043e-01,-7.666232585906982422e-01,2.363383173942565918e-01
3.852853775024414062e-01,-7.666546702384948730e-01,2.363024502992630005e-01
