0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.834675550460815430e-01,-7.650009393692016602e-01,2.383321076631546021e-01
3.834675550460815430e-01,-7.650009393692016602e-01,2.383321076631546021e-01
3.834675550460815430e-01,-7.650009393692016602e-01,2.383321076631546021e-01
3.835043907165527344e-01,-7.650415301322937012e-01,2.383480519056320190e-01
3.835415840148925781e-01,-7.650820016860961914e-01,2.383641600608825684e-01
3.835787177085876465e-01,-7.651225328445434570e-01,2.383802980184555054e-01
3.836158514022827148e-01,-7.651629447937011719e-01,2.383963763713836670e-01
3.836529850959777832e-01,-7.652033567428588867e-01,2.384124100208282471e-01
3.836901485919952393e-01,-7.652437686920166016e-01,2.384283691644668579e-01
3.837273418903350830e-01,-7.652842402458190918e-01,2.384442687034606934e-01
3.837645351886749268e-01,-7.653246521949768066e-01,2.384601086378097534e-01
3.838017582893371582e-01,-7.653651237487792969e-01,2.384758889675140381e-01
3.838389813899993896e-01,-7.654055953025817871e-01,2.384915947914123535e-01
3.838762342929840088e-01,-7.654460668563842773e-01,2.385072559118270874e-01
3.839135169982910156e-01,-7.654865384101867676e-01,2.385228425264358521e-01
3.839508295059204102e-01,-7.655270099639892578e-01,2.385383844375610352e-01
3.839881420135498047e-01,-7.655674815177917480e-01,2.385538518428802490e-01
3.840254843235015869e-01,-7.656080126762390137e-01,2.385692596435546875e-01
3.840628266334533691e-01,-7.656485438346862793e-01,2.385846078395843506e-01
3.841001987457275391e-01,-7.656890749931335449e-01,2.385998964309692383e-01
3.841376006603240967e-01,-7.657296061515808105e-01,2.386151254177093506e-01
3.841750323772430420e-01,-7.657701373100280762e-01,2.386302947998046875e-01
3.842124640941619873e-01,-7.658106684684753418e-01,2.386454045772552490e-01
3.842499256134033203e-01,-7.658512592315673828e-01,2.386604398488998413e-01
3.842873871326446533e-01,-7.658917903900146484e-01,2.386754304170608521e-01
3.843248784542083740e-01,-7.659323811531066895e-01,2.386903613805770874e-01
3.843623995780944824e-01,-7.659729719161987305e-01,2.387052327394485474e-01
3.843999207019805908e-01,-7.660135626792907715e-01,2.387200295925140381e-01
3.844374716281890869e-01,-7.660541534423828125e-01,2.387347817420959473e-01
3.844750523567199707e-01,-7.660947442054748535e-01,2.387494593858718872e-01
3.845126330852508545e-01,-7.661353945732116699e-01,2.387640923261642456e-01
3.845502436161041260e-01,-7.661759853363037109e-01,2.387786656618118286e-01
3.845878541469573975e-01,-7.662166357040405273e-01,2.387931793928146362e-01
3.846254944801330566e-01,-7.662572860717773438e-01,2.388076186180114746e-01
3.846631646156311035e-01,-7.662979364395141602e-01,2.388220131397247314e-01
3.847008347511291504e-01,-7.663385868072509766e-01,2.388363480567932129e-01
3.847385346889495850e-01,-7.663792371749877930e-01,2.388506233692169189e-01
3.847762644290924072e-01,-7.664198875427246094e-01,2.388648390769958496e-01
3.848139941692352295e-01,-7.664605379104614258e-01,2.388789951801300049e-01
3.848517537117004395e-01,-7.665012478828430176e-01,2.388930916786193848e-01
3.848895132541656494e-01,-7.665419578552246094e-01,2.389071285724639893e-01
3.849273025989532471e-01,-7.665826082229614258e-01,2.389211207628250122e-01
3.849651217460632324e-01,-7.666233181953430176e-01,2.389350384473800659e-01
3.850029408931732178e-01,-7.666640281677246094e-01,2.389489114284515381e-01
3.850407898426055908e-01,-7.667047381401062012e-01,2.389627248048782349e-01
3.850786387920379639e-01,-7.667454481124877930e-01,2.389764785766601562e-01
3.851165175437927246e-01,-7.667862176895141602e-01,2.389901727437973022e-01
3.851543962955474854e-01,-7.668269276618957520e-01,2.390038073062896729e-01
3.851923048496246338e-01,-7.668676376342773438e-01,2.390173822641372681e-01
3.852302432060241699e-01,-7.669084072113037109e-01,2.390309125185012817e-01
3.852681815624237061e-01,-7.669491767883300781e-01,2.390443831682205200e-01
3.853061497211456299e-01,-7.669899463653564453e-01,2.390577942132949829e-01
3.853441178798675537e-01,-7.670306563377380371e-01,2.390711456537246704e-01
3.853821158409118652e-01,-7.670714259147644043e-01,2.390844374895095825e-01
3.854201436042785645e-01,-7.671121954917907715e-01,2.390976846218109131e-01
3.854581713676452637e-01,-7.671530246734619141e-01,2.391108721494674683e-01
3.854962289333343506e-01,-7.671937942504882812e-01,2.391240000724792480e-01
